<<<<<<< HEAD
﻿cyear,cntyr,ccode,scode,country,year,un_region,un_continent,reg_id,demo_nr,demo_r,regime_r,regime_nr,duration_nr,duration_r,personal,personal2,lindex,exname,change,tdate,trans,occup,interreg
6301985,Iran 1985,630,IRN,Iran,1985,Southern Asia,Asia,63002,0,0,Single Party,Single Party,7,7,1,1,1,Ayatollah Ruhollah Khomeini,0,,0,0,0
6301986,Iran 1986,630,IRN,Iran,1986,Southern Asia,Asia,63002,0,0,Single Party,Single Party,8,8,1,1,1,Ayatollah Ruhollah Khomeini,0,,0,0,0
6301987,Iran 1987,630,IRN,Iran,1987,Southern Asia,Asia,63002,0,0,Single Party,Single Party,9,9,1,1,1,Ayatollah Ruhollah Khomeini,0,,0,0,0
6301988,Iran 1988,630,IRN,Iran,1988,Southern Asia,Asia,63002,0,0,Single Party,Single Party,10,10,1,1,1,Ayatollah Ruhollah Khomeini,0,,0,0,0
6301989,Iran 1989,630,IRN,Iran,1989,Southern Asia,Asia,63002,0,0,Single Party,Single Party,11,11,1,1,0.834710744,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301990,Iran 1990,630,IRN,Iran,1990,Southern Asia,Asia,63002,0,0,Single Party,Single Party,12,12,1,1,0.722222222,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301991,Iran 1991,630,IRN,Iran,1991,Southern Asia,Asia,63002,0,0,Single Party,Single Party,13,13,1,1,0.644970414,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301992,Iran 1992,630,IRN,Iran,1992,Southern Asia,Asia,63002,0,0,Single Party,Single Party,14,14,1,1,0.591836735,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301993,Iran 1993,630,IRN,Iran,1993,Southern Asia,Asia,63002,0,0,Single Party,Single Party,15,15,1,1,0.555555556,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301994,Iran 1994,630,IRN,Iran,1994,Southern Asia,Asia,63002,0,0,Single Party,Single Party,16,16,1,1,0.53125,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301995,Iran 1995,630,IRN,Iran,1995,Southern Asia,Asia,63002,0,0,Single Party,Single Party,17,17,1,1,0.515570934,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301996,Iran 1996,630,IRN,Iran,1996,Southern Asia,Asia,63002,0,0,Single Party,Single Party,18,18,1,1,0.50617284,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301997,Iran 1997,630,IRN,Iran,1997,Southern Asia,Asia,63002,0,0,Single Party,Single Party,19,19,1,1,0.501385042,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301998,Iran 1998,630,IRN,Iran,1998,Southern Asia,Asia,63002,0,0,Single Party,Single Party,20,20,1,1,0.5,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6301999,Iran 1999,630,IRN,Iran,1999,Southern Asia,Asia,63002,0,0,Single Party,Single Party,21,21,1,1,0.501133787,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302000,Iran 2000,630,IRN,Iran,2000,Southern Asia,Asia,63002,0,0,Single Party,Single Party,22,22,1,1,0.504132231,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302001,Iran 2001,630,IRN,Iran,2001,Southern Asia,Asia,63002,0,0,Single Party,Single Party,23,23,1,1,0.508506616,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302002,Iran 2002,630,IRN,Iran,2002,Southern Asia,Asia,63002,0,0,Single Party,Single Party,24,24,1,1,0.513888889,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302003,Iran 2003,630,IRN,Iran,2003,Southern Asia,Asia,63002,0,0,Single Party,Single Party,25,25,1,1,0.52,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302004,Iran 2004,630,IRN,Iran,2004,Southern Asia,Asia,63002,0,0,Single Party,Single Party,26,26,1,1,0.526627219,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302005,Iran 2005,630,IRN,Iran,2005,Southern Asia,Asia,63002,0,0,Single Party,Single Party,27,27,1,1,0.533607682,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302006,Iran 2006,630,IRN,Iran,2006,Southern Asia,Asia,63002,0,0,Single Party,Single Party,28,28,1,1,0.540816327,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302007,Iran 2007,630,IRN,Iran,2007,Southern Asia,Asia,63002,0,0,Single Party,Single Party,29,29,1,1,0.548156956,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302008,Iran 2008,630,IRN,Iran,2008,Southern Asia,Asia,63002,0,0,Single Party,Single Party,30,30,1,1,0.555555556,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302009,Iran 2009,630,IRN,Iran,2009,Southern Asia,Asia,63002,0,0,Single Party,Single Party,31,31,1,1,0.562955255,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302010,Iran 2010,630,IRN,Iran,2010,Southern Asia,Asia,63002,0,0,Single Party,Single Party,32,32,1,1,0.5703125,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302011,Iran 2011,630,IRN,Iran,2011,Southern Asia,Asia,63002,0,0,Single Party,Single Party,33,33,1,1,0.577594123,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6302012,Iran 2012,630,IRN,Iran,2012,Southern Asia,Asia,63002,0,0,Single Party,Single Party,34,34,1,1,0.584775087,Ayatollah Sayyed Ali Khamenei,0,,0,0,0
6401950,Turkey 1950,640,TUR,Turkey,1950,Western Asia,Asia,64001,1,1,Democracy,Democracy,5,4,NA,NA,NA,Celal Bayar,0,07.21.1946,0,0,0
6401951,Turkey 1951,640,TUR,Turkey,1951,Western Asia,Asia,64001,1,1,Democracy,Democracy,6,5,NA,NA,NA,Celal Bayar,0,,0,0,0
6401952,Turkey 1952,640,TUR,Turkey,1952,Western Asia,Asia,64001,1,1,Democracy,Democracy,7,6,NA,NA,NA,Celal Bayar,0,,0,0,0
6401953,Turkey 1953,640,TUR,Turkey,1953,Western Asia,Asia,64001,1,1,Democracy,Democracy,8,7,NA,NA,NA,Celal Bayar,0,,0,0,0
6401954,Turkey 1954,640,TUR,Turkey,1954,Western Asia,Asia,64002,0,0,Multiparty,Multiparty,1,1,0,0,1,Celal Bayar,1,05.02.1954,0,0,0
6401955,Turkey 1955,640,TUR,Turkey,1955,Western Asia,Asia,64002,0,0,Multiparty,Multiparty,2,2,0,0,1,Celal Bayar,0,,0,0,0
6401956,Turkey 1956,640,TUR,Turkey,1956,Western Asia,Asia,64002,0,0,Multiparty,Multiparty,3,3,0,0,1,Celal Bayar,0,,0,0,0
6401957,Turkey 1957,640,TUR,Turkey,1957,Western Asia,Asia,64002,0,0,Multiparty,Multiparty,4,4,0,0,1,Celal Bayar,0,,0,0,0
6401958,Turkey 1958,640,TUR,Turkey,1958,Western Asia,Asia,64002,0,0,Multiparty,Multiparty,5,5,0,0,1,Celal Bayar,0,,0,0,0
6401959,Turkey 1959,640,TUR,Turkey,1959,Western Asia,Asia,64002,0,0,Multiparty,Multiparty,6,6,0,0,1,Celal Bayar,0,,0,0,0
6401960,Turkey 1960,640,TUR,Turkey,1960,Western Asia,Asia,64003,0,0,Military,Military,1,1,NA,1,1,Cemal Gursel,1,05.27.1960,1,0,0
6401961,Turkey 1961,640,TUR,Turkey,1961,Western Asia,Asia,64004,1,1,Democracy,Democracy,1,2,NA,NA,NA,Ismet Inonu,1,10.00.1961,0,0,0
6401962,Turkey 1962,640,TUR,Turkey,1962,Western Asia,Asia,64004,1,1,Democracy,Democracy,2,1,NA,NA,NA,Ismet Inonu,0,,0,0,0
6401963,Turkey 1963,640,TUR,Turkey,1963,Western Asia,Asia,64004,1,1,Democracy,Democracy,3,2,NA,NA,NA,Ismet Inonu,0,,0,0,0
6401964,Turkey 1964,640,TUR,Turkey,1964,Western Asia,Asia,64004,1,1,Democracy,Democracy,4,3,NA,NA,NA,Ismet Inonu,0,,0,0,0
6401965,Turkey 1965,640,TUR,Turkey,1965,Western Asia,Asia,64004,1,1,Democracy,Democracy,5,4,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401966,Turkey 1966,640,TUR,Turkey,1966,Western Asia,Asia,64004,1,1,Democracy,Democracy,6,5,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401967,Turkey 1967,640,TUR,Turkey,1967,Western Asia,Asia,64004,1,1,Democracy,Democracy,7,6,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401968,Turkey 1968,640,TUR,Turkey,1968,Western Asia,Asia,64004,1,1,Democracy,Democracy,8,7,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401969,Turkey 1969,640,TUR,Turkey,1969,Western Asia,Asia,64004,1,1,Democracy,Democracy,9,8,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401970,Turkey 1970,640,TUR,Turkey,1970,Western Asia,Asia,64004,1,1,Democracy,Democracy,10,9,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401971,Turkey 1971,640,TUR,Turkey,1971,Western Asia,Asia,64005,0,0,Military,Military,1,1,1,1,1,Nihat Erim,1,03.12.1971,0,0,0
6401972,Turkey 1972,640,TUR,Turkey,1972,Western Asia,Asia,64005,0,0,Military,Military,2,2,1,1,0.5,Ferit Melen,0,,0,0,0
6401973,Turkey 1973,640,TUR,Turkey,1973,Western Asia,Asia,64006,1,1,Democracy,Democracy,1,3,NA,NA,NA,Naim Talu,1,10.14.1973,0,0,0
6401974,Turkey 1974,640,TUR,Turkey,1974,Western Asia,Asia,64006,1,1,Democracy,Democracy,2,1,NA,NA,NA,Said Irmak,0,,0,0,0
6401975,Turkey 1975,640,TUR,Turkey,1975,Western Asia,Asia,64006,1,1,Democracy,Democracy,3,2,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401976,Turkey 1976,640,TUR,Turkey,1976,Western Asia,Asia,64006,1,1,Democracy,Democracy,4,3,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401977,Turkey 1977,640,TUR,Turkey,1977,Western Asia,Asia,64006,1,1,Democracy,Democracy,5,4,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401978,Turkey 1978,640,TUR,Turkey,1978,Western Asia,Asia,64006,1,1,Democracy,Democracy,6,5,NA,NA,NA,Bulent Ecevit,0,,0,0,0
6401979,Turkey 1979,640,TUR,Turkey,1979,Western Asia,Asia,64006,1,1,Democracy,Democracy,7,6,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401980,Turkey 1980,640,TUR,Turkey,1980,Western Asia,Asia,64007,0,0,Military,Military,1,7,2,2,1,Kenan Evren,1,09.12.1980,0,0,0
6401981,Turkey 1981,640,TUR,Turkey,1981,Western Asia,Asia,64007,0,0,Military,Military,2,1,2,2,1,Kenan Evren,0,,0,0,0
6401982,Turkey 1982,640,TUR,Turkey,1982,Western Asia,Asia,64007,0,0,Military,Military,3,2,2,2,1,Kenan Evren,0,,0,0,0
6401983,Turkey 1983,640,TUR,Turkey,1983,Western Asia,Asia,64008,1,1,Democracy,Democracy,1,3,NA,NA,NA,Turgut Ozal,1,11.06.1983,0,0,0
6401984,Turkey 1984,640,TUR,Turkey,1984,Western Asia,Asia,64008,1,1,Democracy,Democracy,2,1,NA,NA,NA,Turgut Ozal,0,,0,0,0
6401985,Turkey 1985,640,TUR,Turkey,1985,Western Asia,Asia,64008,1,1,Democracy,Democracy,3,2,NA,NA,NA,Turgut Ozal,0,,0,0,0
6401986,Turkey 1986,640,TUR,Turkey,1986,Western Asia,Asia,64008,1,1,Democracy,Democracy,4,3,NA,NA,NA,Turgut Ozal,0,,0,0,0
6401987,Turkey 1987,640,TUR,Turkey,1987,Western Asia,Asia,64008,1,1,Democracy,Democracy,5,4,NA,NA,NA,Turgut Ozal,0,,0,0,0
6401988,Turkey 1988,640,TUR,Turkey,1988,Western Asia,Asia,64008,1,1,Democracy,Democracy,6,5,NA,NA,NA,Turgut Ozal,0,,0,0,0
6401989,Turkey 1989,640,TUR,Turkey,1989,Western Asia,Asia,64008,1,1,Democracy,Democracy,7,6,NA,NA,NA,Yildirim Akbulut,0,,0,0,0
6401990,Turkey 1990,640,TUR,Turkey,1990,Western Asia,Asia,64008,1,1,Democracy,Democracy,8,7,NA,NA,NA,Yildirim Akbulut,0,,0,0,0
6401991,Turkey 1991,640,TUR,Turkey,1991,Western Asia,Asia,64008,1,1,Democracy,Democracy,9,8,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401992,Turkey 1992,640,TUR,Turkey,1992,Western Asia,Asia,64008,1,1,Democracy,Democracy,10,9,NA,NA,NA,Suleyman Demirel,0,,0,0,0
6401993,Turkey 1993,640,TUR,Turkey,1993,Western Asia,Asia,64008,1,1,Democracy,Democracy,11,10,NA,NA,NA,Tansu Ciller,0,,0,0,0
6401994,Turkey 1994,640,TUR,Turkey,1994,Western Asia,Asia,64008,1,1,Democracy,Democracy,12,11,NA,NA,NA,Tansu Ciller,0,,0,0,0
6401995,Turkey 1995,640,TUR,Turkey,1995,Western Asia,Asia,64008,1,1,Democracy,Democracy,13,12,NA,NA,NA,Tansu Ciller,0,,0,0,0
6401996,Turkey 1996,640,TUR,Turkey,1996,Western Asia,Asia,64008,1,1,Democracy,Democracy,14,13,NA,NA,NA,Necmettin Erbakan,0,,0,0,0
6401997,Turkey 1997,640,TUR,Turkey,1997,Western Asia,Asia,64008,1,1,Democracy,Democracy,15,14,NA,NA,NA,Mesut Yilmaz,0,,0,0,0
6401998,Turkey 1998,640,TUR,Turkey,1998,Western Asia,Asia,64008,1,1,Democracy,Democracy,16,15,NA,NA,NA,Mesut Yilmaz,0,,0,0,0
6401999,Turkey 1999,640,TUR,Turkey,1999,Western Asia,Asia,64008,1,1,Democracy,Democracy,17,16,NA,NA,NA,Mustafa Bulent Ecevit,0,,0,0,0
6402000,Turkey 2000,640,TUR,Turkey,2000,Western Asia,Asia,64008,1,1,Democracy,Democracy,18,17,NA,NA,NA,Mustafa Bulent Ecevit,0,,0,0,0
6402001,Turkey 2001,640,TUR,Turkey,2001,Western Asia,Asia,64008,1,1,Democracy,Democracy,19,18,NA,NA,NA,Mustafa Bulent Ecevit,0,,0,0,0
6402002,Turkey 2002,640,TUR,Turkey,2002,Western Asia,Asia,64008,1,1,Democracy,Democracy,20,19,NA,NA,NA,Abdullah Gul,0,,0,0,0
6402003,Turkey 2003,640,TUR,Turkey,2003,Western Asia,Asia,64008,1,1,Democracy,Democracy,21,20,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402004,Turkey 2004,640,TUR,Turkey,2004,Western Asia,Asia,64008,1,1,Democracy,Democracy,22,21,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402005,Turkey 2005,640,TUR,Turkey,2005,Western Asia,Asia,64008,1,1,Democracy,Democracy,23,22,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402006,Turkey 2006,640,TUR,Turkey,2006,Western Asia,Asia,64008,1,1,Democracy,Democracy,24,23,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402007,Turkey 2007,640,TUR,Turkey,2007,Western Asia,Asia,64008,1,1,Democracy,Democracy,25,24,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402008,Turkey 2008,640,TUR,Turkey,2008,Western Asia,Asia,64008,1,1,Democracy,Democracy,26,25,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402009,Turkey 2009,640,TUR,Turkey,2009,Western Asia,Asia,64008,1,1,Democracy,Democracy,27,26,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402010,Turkey 2010,640,TUR,Turkey,2010,Western Asia,Asia,64008,1,1,Democracy,Democracy,28,27,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402011,Turkey 2011,640,TUR,Turkey,2011,Western Asia,Asia,64008,1,1,Democracy,Democracy,29,28,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6402012,Turkey 2012,640,TUR,Turkey,2012,Western Asia,Asia,64008,1,1,Democracy,Democracy,30,29,NA,NA,NA,Recep Tayyip Erdogan,0,,0,0,0
6451950,Iraq 1950,645,IRQ,Iraq,1950,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,19,18,1,1,0.501385042,Abdul-Ilah,0,10.03.1932,0,0,0
6451951,Iraq 1951,645,IRQ,Iraq,1951,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,20,19,1,1,0.515,Abdul-Ilah,0,,0,0,0
6451952,Iraq 1952,645,IRQ,Iraq,1952,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,21,20,1,1,0.528344671,Abdul-Ilah,0,,0,0,0
6451953,Iraq 1953,645,IRQ,Iraq,1953,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,22,21,1,1,0.483471074,Faisal II,0,,0,0,0
6451954,Iraq 1954,645,IRQ,Iraq,1954,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,23,22,1,1,0.448015123,Faisal II,0,,0,0,0
6451955,Iraq 1955,645,IRQ,Iraq,1955,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,24,23,1,1,0.420138889,Faisal II,0,,0,0,0
6451956,Iraq 1956,645,IRQ,Iraq,1956,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,25,24,1,1,0.3984,Faisal II,0,,0,0,0
6451957,Iraq 1957,645,IRQ,Iraq,1957,Western Asia,Asia,64501,0,0,Monarchy,Monarchy,26,25,1,1,0.381656805,Faisal II,0,,0,0,0
6451958,Iraq 1958,645,IRQ,Iraq,1958,Western Asia,Asia,64502,0,0,Monarchy,Military,1,26,2,2,1,Najib el-Rubai,1,07.00.1958,0,0,0
6451959,Iraq 1959,645,IRQ,Iraq,1959,Western Asia,Asia,64502,0,0,Military,Military,2,1,2,2,1,Najib el-Rubai,0,,0,0,0
6451960,Iraq 1960,645,IRQ,Iraq,1960,Western Asia,Asia,64502,0,0,Military,Military,3,2,2,2,1,Najib el-Rubai,0,,0,0,0
6451961,Iraq 1961,645,IRQ,Iraq,1961,Western Asia,Asia,64502,0,0,Military,Military,4,3,2,2,1,Najib el-Rubai,0,,0,0,0
6451962,Iraq 1962,645,IRQ,Iraq,1962,Western Asia,Asia,64502,0,0,Military,Military,5,4,2,2,1,Najib el-Rubai,0,,0,0,0
6451963,Iraq 1963,645,IRQ,Iraq,1963,Western Asia,Asia,64502,0,0,Military,Military,6,5,2,2,0.722222222,Abdul Salam Arif,0,,0,0,0
6451964,Iraq 1964,645,IRQ,Iraq,1964,Western Asia,Asia,64502,0,0,Military,Military,7,6,2,2,0.591836735,Abdul Salam Arif,0,,0,0,0
6451965,Iraq 1965,645,IRQ,Iraq,1965,Western Asia,Asia,64502,0,0,Military,Military,8,7,2,2,0.53125,Abdul Salam Arif,0,,0,0,0
6451966,Iraq 1966,645,IRQ,Iraq,1966,Western Asia,Asia,64502,0,0,Military,Military,9,8,2,2,0.432098765,Abdul Rahman Arif,0,,0,0,0
6451967,Iraq 1967,645,IRQ,Iraq,1967,Western Asia,Asia,64502,0,0,Military,Military,10,9,2,2,0.38,Abdul Rahman Arif,0,,0,0,0
6451968,Iraq 1968,645,IRQ,Iraq,1968,Western Asia,Asia,64502,0,0,Military,Military,11,10,2,2,0.32231405,Ahmed al-Bakr,0,,0,0,0
6451969,Iraq 1969,645,IRQ,Iraq,1969,Western Asia,Asia,64502,0,0,Military,Military,12,11,2,2,0.291666667,Ahmed al-Bakr,0,,0,0,0
6451970,Iraq 1970,645,IRQ,Iraq,1970,Western Asia,Asia,64502,0,0,Military,Military,13,12,2,2,0.278106509,Ahmed al-Bakr,0,,0,0,0
6451971,Iraq 1971,645,IRQ,Iraq,1971,Western Asia,Asia,64502,0,0,Military,Military,14,13,2,2,0.275510204,Ahmed al-Bakr,0,,0,0,0
6451972,Iraq 1972,645,IRQ,Iraq,1972,Western Asia,Asia,64502,0,0,Military,Military,15,14,2,2,0.28,Ahmed al-Bakr,0,,0,0,0
6451973,Iraq 1973,645,IRQ,Iraq,1973,Western Asia,Asia,64502,0,0,Military,Military,16,15,2,2,0.2890625,Ahmed al-Bakr,0,,0,0,0
6451974,Iraq 1974,645,IRQ,Iraq,1974,Western Asia,Asia,64502,0,0,Military,Military,17,16,2,2,0.301038062,Ahmed al-Bakr,0,,0,0,0
6451975,Iraq 1975,645,IRQ,Iraq,1975,Western Asia,Asia,64502,0,0,Military,Military,18,17,2,2,0.314814815,Ahmed al-Bakr,0,,0,0,0
6451976,Iraq 1976,645,IRQ,Iraq,1976,Western Asia,Asia,64502,0,0,Military,Military,19,18,2,2,0.329639889,Ahmed al-Bakr,0,,0,0,0
6451977,Iraq 1977,645,IRQ,Iraq,1977,Western Asia,Asia,64502,0,0,Military,Military,20,19,2,2,0.345,Ahmed al-Bakr,0,,0,0,0
6451978,Iraq 1978,645,IRQ,Iraq,1978,Western Asia,Asia,64502,0,0,Military,Military,21,20,2,2,0.360544218,Ahmed al-Bakr,0,,0,0,0
6451979,Iraq 1979,645,IRQ,Iraq,1979,Western Asia,Asia,64503,0,0,Military,Single Party,1,21,2,2,1,Saddam Hussein,1,07.00.1979,0,0,0
6451980,Iraq 1980,645,IRQ,Iraq,1980,Western Asia,Asia,64504,0,0,Multiparty,Multiparty,1,1,2,2,1,Saddam Hussein,1,03.16.1980,0,0,0
6451981,Iraq 1981,645,IRQ,Iraq,1981,Western Asia,Asia,64504,0,0,Multiparty,Multiparty,2,2,2,2,1,Saddam Hussein,0,,0,0,0
6451982,Iraq 1982,645,IRQ,Iraq,1982,Western Asia,Asia,64504,0,0,Multiparty,Multiparty,3,3,2,2,1,Saddam Hussein,0,,0,0,0
6451983,Iraq 1983,645,IRQ,Iraq,1983,Western Asia,Asia,64504,0,0,Multiparty,Multiparty,4,4,2,2,1,Saddam Hussein,0,,0,0,0
6451984,Iraq 1984,645,IRQ,Iraq,1984,Western Asia,Asia,64505,0,0,Multiparty,Single Party,1,5,2,2,1,Saddam Hussein,1,10.20.1984,0,0,0
6451985,Iraq 1985,645,IRQ,Iraq,1985,Western Asia,Asia,64505,0,0,Single Party,Single Party,2,1,2,2,1,Saddam Hussein,0,,0,0,0
6451986,Iraq 1986,645,IRQ,Iraq,1986,Western Asia,Asia,64505,0,0,Single Party,Single Party,3,2,2,2,1,Saddam Hussein,0,,0,0,0
6451987,Iraq 1987,645,IRQ,Iraq,1987,Western Asia,Asia,64505,0,0,Single Party,Single Party,4,3,2,2,1,Saddam Hussein,0,,0,0,0
6451988,Iraq 1988,645,IRQ,Iraq,1988,Western Asia,Asia,64505,0,0,Single Party,Single Party,5,4,2,2,1,Saddam Hussein,0,,0,0,0
6451989,Iraq 1989,645,IRQ,Iraq,1989,Western Asia,Asia,64505,0,0,Single Party,Single Party,6,5,2,2,1,Saddam Hussein,0,,0,0,0
6451990,Iraq 1990,645,IRQ,Iraq,1990,Western Asia,Asia,64505,0,0,Single Party,Single Party,7,6,2,2,1,Saddam Hussein,0,,0,0,0
6451991,Iraq 1991,645,IRQ,Iraq,1991,Western Asia,Asia,64505,0,0,Single Party,Single Party,8,7,2,2,1,Saddam Hussein,0,,0,0,0
6451992,Iraq 1992,645,IRQ,Iraq,1992,Western Asia,Asia,64505,0,0,Single Party,Single Party,9,8,2,2,1,Saddam Hussein,0,,0,0,0
6451993,Iraq 1993,645,IRQ,Iraq,1993,Western Asia,Asia,64505,0,0,Single Party,Single Party,10,9,2,2,1,Saddam Hussein,0,,0,0,0
6451994,Iraq 1994,645,IRQ,Iraq,1994,Western Asia,Asia,64505,0,0,Single Party,Single Party,11,10,2,2,1,Saddam Hussein,0,,0,0,0
6451995,Iraq 1995,645,IRQ,Iraq,1995,Western Asia,Asia,64505,0,0,Single Party,Single Party,12,11,2,2,1,Saddam Hussein,0,,0,0,0
6451996,Iraq 1996,645,IRQ,Iraq,1996,Western Asia,Asia,64505,0,0,Single Party,Single Party,13,12,2,2,1,Saddam Hussein,0,,0,0,0
6451997,Iraq 1997,645,IRQ,Iraq,1997,Western Asia,Asia,64505,0,0,Single Party,Single Party,14,13,2,2,1,Saddam Hussein,0,,0,0,0
6451998,Iraq 1998,645,IRQ,Iraq,1998,Western Asia,Asia,64505,0,0,Single Party,Single Party,15,14,2,2,1,Saddam Hussein,0,,0,0,0
6451999,Iraq 1999,645,IRQ,Iraq,1999,Western Asia,Asia,64505,0,0,Single Party,Single Party,16,15,2,2,1,Saddam Hussein,0,,0,0,0
6452000,Iraq 2000,645,IRQ,Iraq,2000,Western Asia,Asia,64505,0,0,Single Party,Single Party,17,16,2,2,1,Saddam Hussein,0,,0,0,0
6452001,Iraq 2001,645,IRQ,Iraq,2001,Western Asia,Asia,64505,0,0,Single Party,Single Party,18,17,2,2,1,Saddam Hussein,0,,0,0,0
6452002,Iraq 2002,645,IRQ,Iraq,2002,Western Asia,Asia,64505,0,0,Single Party,Single Party,19,18,2,2,1,Saddam Hussein,0,,0,0,0
6452003,Iraq 2003,645,IRQ,Iraq,2003,Western Asia,Asia,64505,0,0,Single Party,Single Party,1,1,NA,1,0.905,Iraqi Governing Council,1,03.00.2003,0,1,0
6452004,Iraq 2004,645,IRQ,Iraq,2004,Western Asia,Asia,64505,0,0,Single Party,Single Party,2,2,NA,1,0.827664399,Iraqi Governing Council,0,,0,1,0
6452005,Iraq 2005,645,IRQ,Iraq,2005,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,1,1,NA,1,1,Ibrahim al-Jaafari,1,05.03.2005,0,1,0
6452006,Iraq 2006,645,IRQ,Iraq,2006,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,2,2,NA,1,0.5,Nuri Jawad al-Maliki,0,,0,1,0
6452007,Iraq 2007,645,IRQ,Iraq,2007,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,3,3,NA,1,0.555555556,Nuri Jawad al-Maliki,0,,0,1,0
6452008,Iraq 2008,645,IRQ,Iraq,2008,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,4,4,NA,1,0.625,Nuri Jawad al-Maliki,0,,0,1,0
6452009,Iraq 2009,645,IRQ,Iraq,2009,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,5,5,NA,1,0.68,Nuri Jawad al-Maliki,0,,0,1,0
6452010,Iraq 2010,645,IRQ,Iraq,2010,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,6,6,1,1,0.722222222,Nuri Jawad al-Maliki,0,,0,0,0
6452011,Iraq 2011,645,IRQ,Iraq,2011,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,7,7,1,1,0.755102041,Nuri Jawad al-Maliki,0,,0,0,0
6452012,Iraq 2012,645,IRQ,Iraq,2012,Western Asia,Asia,64506,0,0,Multiparty,Multiparty,8,8,1,1,0.78125,Nuri Jawad al-Maliki,0,,0,0,0
6511950,Egypt 1950,651,EGY,Egypt,1950,Northern Africa,Africa,65101,0,0,Monarchy,Monarchy,29,29,0,0,0.50059453,Faruq I,0,03.15.1922,0,0,0
6511951,Egypt 1951,651,EGY,Egypt,1951,Northern Africa,Africa,65101,0,0,Monarchy,Monarchy,30,30,0,0,0.502222222,Faruq I,0,,0,0,0
6511952,Egypt 1952,651,EGY,Egypt,1952,Northern Africa,Africa,65102,0,0,Monarchy,Military,1,31,1,1,1,Mohammed Naguib,1,07.23.1952,0,0,0
6511953,Egypt 1953,651,EGY,Egypt,1953,Northern Africa,Africa,65102,0,0,Military,Military,2,1,1,1,1,Mohammed Naguib,0,,0,0,0
6511954,Egypt 1954,651,EGY,Egypt,1954,Northern Africa,Africa,65102,0,0,Military,Military,3,2,1,1,0.555555556,Gamal Nasser,0,,0,0,0
6511955,Egypt 1955,651,EGY,Egypt,1955,Northern Africa,Africa,65102,0,0,Military,Military,4,3,1,1,0.5,Gamal Nasser,0,,0,0,0
